text	created_at	public_metrics	Google_Translation	@	village	region	district
Rooble si shacabka looga jeediyo 16 ka kursi ee dhiman iyo inuu sii joogo xukunka ayuu mashruuc marin habaabin ah soo tuuray lakiin waa inaa Axmed Madoobe ku amartaa inuu qabto dorashada amni iyo abaaro labadaba wey dhamaadeen dorashada dhameystir https://t.co/rqAFUx3Kgs	2022-04-01T07:25:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Roble has thrown a misleading project to distract the public from the remaining 16 seats and keep them in power but Ahmed Madobe must be ordered to hold elections both security and drought are over https://t.co/rqAFUx3Kgs	[]	[]	[]	[]
Dhib,cadaalad daro, abaaro, colaado, hoggaan fashilmay, dhac, kufsi,boob kheyraad, hore u socod la’aan waxa ay rajo beyl ku ridaan shacabka. Weli ma arag siyaasi hididiilo horumarineyd leh? https://t.co/nqenL6FwNy	2022-03-31T16:37:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Harassment, injustice, drought, conflict, failed leadership, robbery, rape, plunder of resources, lack of progress lead to despair for the people. Haven&#39;t you seen a politician with development ambitions yet? https://t.co/nqenL6FwNy	[]	[]	[]	[]
@sntvnews1 @MohamedHRoble waa dad han yar oo aan garanayn siyaasada iyo meesha laga abaaro, kelya waxay ka yaqaanaan kiiska ikran iyo kiiska amina taas oo aad moodo carruur yooyootan ku jirta. immisa qof ayaa dhimatay , maxaa keenay in hal babar loo baroordiiqo ,kuwa kale sow soomaali maaha ee la dhintay?	2022-03-31T15:24:01.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@ sntvnews1 @MohamedHRoble They are a small group of people who do not know politics and where to go, they only know about the Iran case and the Amina case which looks like children. How many people died, why did one mourn, and the others are not Somalis who died?	['@sntvnews1', '@MohamedHRoble']	[]	[]	[]
@sntvnews1 Doorasho lama rabaa warkale mahaysaan amni iyo abaaro	2022-03-31T14:51:07.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@ sntvnews1 No elections, no news, no security and no drought	['@sntvnews1']	[]	[]	[]
"Our Representative @EPeterschmitt talked with @AJEnglish about the deteriorating drought situation in Somalia, and how the increasing frequency of climatic shocks are making it harder for rural communities to rebuild from drought. #ClimateEmergency

Watch: https://t.co/XHjo9rQj4I https://t.co/Su1gk0OGuD"	2022-04-04T11:29:33.000Z	{'retweet_count': 11, 'reply_count': 0, 'like_count': 15, 'quote_count': 1}		['@EPeterschmitt', '@AJEnglish']	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/7O2YRQWzc0 via @YouTube	2022-04-04T11:23:42.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@YouTube']	[]	[]	[]
https://t.co/wzn7Ikd2SA	2022-04-04T11:03:53.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
In a time of drought, is installing more water wells/pumps useful? I'm seeing influencer-driven charities promoting this in Somalia and wonder what assessment they've done here. After repeated failed rains, does it help or just exhaust groundwater supplies?	2022-04-04T11:00:32.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]	[]
Catastrophic drought in Somalia (video) https://t.co/IBZar9VE7A	2022-04-04T10:17:01.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
@Talliye @BigCigaal @herewhatwhy The government in Somalia gave the same amount as the government in hargeisa and the government in hargeisa is following that up with more. You bring up the drought while Somalia upheld $80 million worth of aid for Somaliland during drought ? Disgusting langaab	2022-04-04T09:54:23.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}		['@Talliye', '@BigCigaal', '@herewhatwhy']	['Hargeysa']	['Woqooyi Galbeed']	['Hargeysa']
@AbdiJeeni #Somalia's government are delusional. They think we believe their crocodile tears. They politicised international aid intended for #SLnd and with-held even when we needed it for the drought.	2022-04-04T09:46:57.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['@AbdiJeeni']	[]	[]	[]
@wondesen_a There is a humanitarian situation all over Ethiopia, not just Tigray region. in Somalia region they are experiencing drought and famine. Stop whining and tell your leaders to stop committing atrocities against Amhara and Afar civilians.	2022-04-04T09:31:23.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		['@wondesen_a']	[]	[]	[]
"“Some fear that the continued drought in East Africa could come to resemble the one in 2011, which killed about 260,000 people in Somalia alone.” 

Thanks ⁦@Lattif⁩ @NYTimes for raising alarm over this disaster that is unfolding almost unnoticed. https://t.co/DjsUK71L7R"	2022-04-04T08:55:43.000Z	{'retweet_count': 6, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}		['@Lattif\u2069', '@NYTimes']	[]	[]	[]
"The IRC has pledged a further five million dollars to bolster drought response efforts in East Africa. The humanitarian organisation warns that gaps in funding could leave 25 million people in #Ethiopia, #Somalia and #Kenya at risk of ""extreme hunger"".  https://t.co/XYwdAokFU4 https://t.co/HcqNjX74Pl"	2022-04-04T08:25:01.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
As the holy month of Ramadan observed by Muslims across the world starts, #Somalia is facing its most severe #drought in the last decade. The ICRC is responding to the urgent needs of population including detainees. See  more  here👇 https://t.co/D0qzaumwAE	2022-04-04T08:05:57.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Thomas Solomon: 4.5 Million People Affected by drought in Somalia , flee from their homes to access basic necessities elsewhere. ➡️https://t.co/1t2E8gqMKi https://t.co/y8Q3p4Gvoc	2022-04-04T07:04:45.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]	[]
Growing Risk of Famine, As Drought Impact Worsens https://t.co/nenUDCR5rv #AlAfricaNews #Somalia	2022-04-04T05:55:04.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/9NvkZxQ91x	2022-04-04T04:42:12.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
@2012_DrAli @AQA298 @kasim_wise @TheVillaSomalia How about you give it to people in Gedo or in other drought stricken areas in Somalia? We won’t take lacag from people with ill intentions. This money could have been used to help desperate people across Somalia.	2022-04-04T03:58:31.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		['@2012_DrAli', '@AQA298', '@kasim_wise', '@TheVillaSomalia']	[]	['Gedo']	[]
@JoeBiden aye if any country needs 16 billion dollars it’s Somalia 🇸🇴 it’s a drought over there during the holy month of Ramadan	2022-04-04T03:32:10.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@JoeBiden']	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/yQ2mGX0g95	2022-04-04T01:17:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"13million people face extreme #food &amp; #water shortages across East #Africa
25million people in #Ethiopia,#Somalia,#Kenya may face extreme #hunger in next 3 months due to worst #drought in 40years.
Humans, this needs ur urgent support; each life is precious, no matter where https://t.co/LBT27h70Tx"	2022-04-04T00:44:25.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]	[]
@fatheyayallas It is about the dignity of Somaliland and Somalilanders. That money was intentionally withheld to choke Somaliland. Somalia had no plans for it to be released as part of drought relief efforts. But Hargeisa burns down and all of sudden they care? Please tell me something else	2022-04-04T00:25:51.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}		['@fatheyayallas']	['Hargeysa']	['Woqooyi Galbeed']	['Hargeysa']
"Somalia suffering worst drought in decades
https://t.co/K1285flpZn"	2022-04-04T00:21:51.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/707J30YWEj via @YouTube	2022-04-03T23:48:54.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@YouTube']	[]	[]	[]
I’m praying you see this post and donate to Somalia. The 2022 drought got so bad that the animals themselves have nothing to eat or drink. https://t.co/Awo3H4saTh	2022-04-03T23:40:27.000Z	{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}		[]	[]	[]	[]
"Kenia + Somalia + Ethiopia: #crisis.

 Hunger in East Africa - The New York Times https://t.co/ZUxiovLE0S"	2022-04-03T22:05:35.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
@somalilandusa @musebiihi @somalilandmfa Sir @somalilandusa  with all due respect don't be so blinded the fact that somalia is ur first enemy and the only reason they said that is to interrupted the way of getting international intentions. They should've released that money when the sever drought hit us hard the most	2022-04-03T21:50:09.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@somalilandusa', '@musebiihi', '@somalilandmfa', '@somalilandusa']	[]	[]	[]
"Climate-related disasters threaten millions in Somalia
Drought caused by insufficient rainfall triggers mass exodus in Horn of Africa nation
#News #DailyNews #LiveNews #WorldNews https://t.co/SfziJWdQBG"	2022-04-03T21:10:09.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"@ricarda8888 .@Ricarda8888 

Hi again, I looked into @Welthungerhilfe who seem to be a great organization. Well worth a look around the website. 

They accept donations in euro or USD. I’m in Canada &amp; also likely no tax rebate, but neither not a deal.

#Hunger #poverty #Somalia #drought"	2022-04-03T20:58:54.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		['@ricarda8888', '@Ricarda8888', '@Welthungerhilfe']	[]	[]	[]
@Gh0stsk @M_Farmaajo Where was that money when the country was under drought  sool sanag and cayn need that amount of money am starting to be confused by farmmajo .we send them money and they are still ungrateful. Am asking farmajo is he for all people #somalia	2022-04-03T20:23:56.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 1}		['@Gh0stsk', '@M_Farmaajo']	[]	['Sanaag', 'Sool']	[]
Some fear that the continued drought in E Africa could come to resemble that in 2011, which killed about 260,000 people in Somalia alone. While the situation hasn’t reached that level yet, the funding and resources needed to avert that have not yet begun to flow - @SarahRobinson https://t.co/8nyeW4AXQ9	2022-04-03T19:11:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}		['@SarahRobinson']	[]	[]	[]
"Somalia suffering worst drought in decades

read on https://t.co/yqbYGiB8LB
https://t.co/0HtEwTDKcK
#uomoelegante #gloo #miradaonline #ecosistemaonline"	2022-04-03T18:56:04.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/EdoRpAZ4lt via @YouTube	2022-04-03T18:22:13.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@YouTube']	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/ewfE6JIfto via @YouTube	2022-04-03T17:55:10.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@YouTube']	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/F9NwEishVu via @YouTube	2022-04-03T17:34:23.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@YouTube']	[]	[]	[]
"Somalia suffering worst drought in decades
https://t.co/KcFR1gXQ2m"	2022-04-03T17:22:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
@MowliidHaji @MohamedHRoble Thank you reer Muqadisho ❤️ other states in somalia are doing there best too, with everything is going on and the drought that effectiving some regions, but ppl are coming together to help reer #Hargeisa #HargeisaFire	2022-04-03T17:18:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		['@MowliidHaji', '@MohamedHRoble']	['Hargeysa']	['Woqooyi Galbeed']	['Hargeysa']
Somalia suffering worst drought in decades https://t.co/ARIZqk2nzi prin @YouTube	2022-04-03T17:11:32.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@YouTube']	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/bbMlRmgjwq https://t.co/qbeRkPvfNw	2022-04-03T16:55:04.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Somalia suffering worst drought in decades https://t.co/XRFXiWjmll	2022-04-03T16:47:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Thank you, Somali Chamber of Commerce, for donating 2 million USD, and I hope Somali Federal government Can do better than 1 million. Somaliland donated millions during the drought in Somalia. https://t.co/Iq2oy0UMeH	2022-04-03T16:26:56.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
"ℹ️ Between 13-26 March 2022, #droughtinsomalia displaced nearly 15K people, which is a 65% decrease from the previous two weeks when 42.5K+ were displaced. Most IDPs came from from Bay and Lower Shabelle region of #Somalia 

🆕 #displacement dashboard👉🏽https://t.co/kPEXWy2P5w https://t.co/Ro4uafSyHS"	2022-04-03T16:24:17.000Z	{'retweet_count': 9, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}		[]	[]	['Bay', 'Lower Shabelle']	[]
With all #ATTENTION on the #WAR there, #aid #MONEY is drying up in other regions – including in #Somalia, which is #experiencing a devastating #drought.	2022-04-03T16:20:52.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"With the #World's #ATTENTION on #Ukraine, #suffering Is #Rising Elsewhere
Ukraine isn't the only #Place where #children are #dying because of the #Russian #invasion.

#DoubleStandards 
#somalia 
#food 
#drought https://t.co/1UBhqFVOgM"	2022-04-03T16:20:51.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"Ramadan Kareem everyone 💕
I'm fundraising to provide food packs for families affected by the current drought in Somalia.
Pls share ,donate whatever you can 
And continue to keep our brothers and sisters in your prayers this Ramadan #JustGiving https://t.co/EXwQXJapcc"	2022-04-03T15:57:52.000Z	{'retweet_count': 30, 'reply_count': 0, 'like_count': 20, 'quote_count': 3}		[]	[]	[]	[]
"Severe crisis in #Somalia, #Ethiopia and #Kenya 🆘️

#drought #hungercrisis #famine-threat

https://t.co/03xg0OUh3a"	2022-04-03T15:10:33.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]	[]
Somalia: Drought Displacement Monitoring Dashboard (13 - 26 March 2022) https://t.co/mGYE1lYwLD	2022-04-03T15:10:13.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Conflicts in South Sudan, CAR, Somalia, Ethiopia, the Sahel region, northern Mozambique, eastern DR Congo...Famine in the Horn due to war and drought, African migrants facing hell in Libya and dying in the Mediterranean etc. Conflict in Europe gets the least of my attention	2022-04-03T15:04:35.000Z	{'retweet_count': 7, 'reply_count': 0, 'like_count': 16, 'quote_count': 1}		[]	[]	[]	[]
'Funding for humanitarian assistance is vital to avert large-scale loss of life in the Horn of Africa in the period ahead' #drought #Kenya #Somalia #Ethiopia #hungercrisis #famine 🆘️ https://t.co/iJg6fmuntW	2022-04-03T14:58:24.000Z	{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}		[]	[]	[]	[]
Health of #pastoral communities in #Somalia #Kenya is in severe jeopardy as the drought gets severe. @devex had proposed an insurance scheme and a #healthcard way back for such an event.  https://t.co/BL7JvSLUD3	2022-04-03T14:40:12.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@devex']	[]	[]	[]
"""Just 3 percent of the $6 billion the U.N. needs this year [to avert a crisis in] Ethiopia, Somalia and South Sudan has been allocated...while Kenya has only secured 11 percent of the $139 million needed for assistance."" https://t.co/oopyHWGWJx"	2022-04-03T14:26:00.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]	[]
Somalia and worst drought in 40 yrs. Cause Climate change! Wrong. Cause is poor gov, tribal issues, civil wars, corruption and mis use of aid. Options to build dams, reservoirs, desalination plants, artesian well all missed. Meanwhile oil rich Dohar build 7 super staduims for WC!	2022-04-03T11:39:47.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
Climate change, drought and now famine wreck havoc in Somalia. The loss of livestock is so great as to be mind-boggling and human victims, especially children are increasing. This is also an area of armed conflict. https://t.co/j1vjItRWs6	2022-04-03T11:33:35.000Z	{'retweet_count': 2, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}		[]	[]	[]	[]
More than 5 million people are affected by drought in Somalia.	2022-04-03T11:29:00.000Z	{'retweet_count': 3, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}		[]	[]	[]	[]
"UNHCR ramps up aid to thousands displaced by Somalia drought: https://t.co/vf28yh5H6H via @refugees
#planetsos
#savetheplanet
#ClimateCrisis"	2022-04-03T11:19:48.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['@refugees\n#planetsos\n#savetheplanet\n#ClimateCrisis']	[]	[]	[]
"Growing risk of Somalia famine, as drought impact worsens https://t.co/SNuuod9mtB
#SaveThePlanet
#ClimateChange"	2022-04-03T11:06:26.000Z	{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}		[]	[]	[]	[]
The US sanctions in the event the elections are not completed, will affect the people of Somalia at the height of their drought and severe government financial crisis. Sanctions must be imposed only on those who are lobbying to obstruct the elections in Somalia. https://t.co/E3Ba89zxHE	2022-04-03T11:06:14.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
Somalia suffering severe drought causing critical food shortage.(Aljazeera) 03/4/22...	2022-04-03T10:45:20.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"In #Somalia, women &amp; girls in #drought situations are at increased risk of malnutrition, violence &amp; loss of income.

Find out how the @WorldBank works to address gender gaps, empower women &amp; respond to drought in the country: https://t.co/Poza4AlWjZ https://t.co/Cm0P8j83ct"	2022-04-03T09:25:02.000Z	{'retweet_count': 8, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}		['@WorldBank']	[]	[]	[]
"#FAO #SWALIM #drought Bulletin 

➡️The latest #forecast indicate below normal #rains are expected in #Somalia in April
➡️80% of the #Country is experiencing extreme #drought #conditions 
➡️Worst #affected #areas in #central, #southern Somalia

#Africa https://t.co/Ax4fuUPMXG"	2022-04-03T08:02:26.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
"إغاثة متضرري الجفاف في الصومال - مرحلة1 https://t.co/Ap8dBHhrLS

🙏🏻🤍

#رمضان_كريم 
#رمضان_مبارك"	2022-04-03T07:57:25.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
‘There is not enough food. The situation is dire’: Somalia’s drought crisis – in pictures https://t.co/1QIJXIu9mI	2022-04-03T06:26:46.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]	[]
Quick and strong international support needed for #Somaliland. #HargeisaFire struck after severe drought, global food price increases and right at beginning of Ramadan. Many will be affected, but Hargeisa will prevail. @EU_in_Somalia @US2SOMALIA @UKinSomalia @TIKA_Kenya https://t.co/OMxyxKFFnq	2022-04-03T04:43:19.000Z	{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}		['@EU_in_Somalia', '@US2SOMALIA', '@UKinSomalia', '@TIKA_Kenya']	['Hargeysa']	['Woqooyi Galbeed']	['Hargeysa']
Water for somalia in drought to help there country ukraine supply for all needs in humanatarian supply of free reserve to all war torn in need to build flux into boost there economy	2022-04-03T03:40:44.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]	[]
@malonebarry https://t.co/I4pEe2Ek9Q	2022-04-03T02:11:06.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}		['@malonebarry']	[]	[]	[]
Fears of famine grow amid worst drought in Somalia in decades || Via PRI https://t.co/6ToeoRT3jD	2022-04-03T01:10:02.000Z	{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}		[]	[]	[]	[]
'Some fear that the continued drought in East Africa could come to resemble the one in 2011, which killed about 260,000 people in Somalia alone. While the situation hasn’t reached that level yet, the funding and resources needed to avert such a crisis have not yet begun to flow' https://t.co/iOtFiNIdhq	2022-04-02T23:20:25.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}		[]	[]	[]	[]
"There is a humanitarian disaster in #Somalia caused by #drought. The world is largely unaware. This again is the #ClimateCrisis.

I’ve looked at Red Cross without luck. Does anyone know how we can donate to help? 

Please help by retweets. https://t.co/jCbYWz7hCl"	2022-04-02T21:36:48.000Z	{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}		[]	[]	[]	[]
