text	public_metrics	created_at	Google_Translation	@	places	village	district	region
Sanad Kadib Muddo korarsigii fashilmay muqdisho ayaa laga cabsi qabaa in mar-kale ay dagaal ka qarxo https://t.co/Ia7cePG5sE	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T20:25:53.000Z	A year after the failed extension in Mogadishu, there are fears of renewed fighting https://t.co/Ia7cePG5sE	[]	['Mogadishu']	['Mogadishu']	['Banadir']	['Banadir']
@DualehKad Waxaa ka digayaa dalkan in dagaal sokeeye dib loogu celin.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T20:23:47.000Z	@DualehKad I warn this country not to go back to civil war.	['@DualehKad']	[]	[]	[]	[]
Nin walba ceesaantiisii ceel keensay Reer Ukraine Russia dagaal uma soo gelin ee deeq ku raagtay buu soo gudbinayay.https://t.co/xSgeLiiiki	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T19:51:47.000Z	Every man brought his goat to the well.	[]	[]	[]	[]	[]
@MohamoudGaildon Waan sax in loo digo. Sababtu waxaa weeye. Waa wax dhici kara in la dilo RW iyo mucaarad kale si dagaal loo geliyo Somali. Amina sidii loo khaarijiyey camal. Meeshan laba qorshe ayaa ka socda. In dhulka lala Gooyo Somali iyo wax dawlad ura. In lagu kiciyo dadka Madaxweynaha.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T19:30:18.000Z	@MohamoudGaildon I&#39;m right to warn you. The reason is. It is possible that the PM and other opposition members will be killed in a war against Somalia. Amina as she was assassinated. There are two plans in place here. Land grabbing by Somalis and government stinks. To incite the people of the President.	['@MohamoudGaildon']	[]	[]	[]	[]
"""Isagoo sii socda ayey ka daba yimaadeen laba gabdhood, markaas ayey mid ka mida gabdhii kale ku tiri muuqaal iga duub aan hadhaw dhahee waa daanyeerkayga. Inta uu maqlay Ayaa dagaal goobta ka dhacay 😂

Bal dulmigaa eeg baaba xaliye dadka Balo aw baray.😂😂😂"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T19:17:07.000Z	&quot;As he was walking, two girls followed him, and one of them said to the other girl, &#39;Record me and I will say later that he is my monkey.&#39; 😂😂😂	[]	[]	[]	[]	[]
@hon_khadija Mama Khadijo bullet proof xiro kan waa goob dagaal parlamaan ma dhihi karnee.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:59:16.000Z	@hon_khadija Mama Khadijo bullet proof arrest this is a battlefield parliament we can&#39;t say.	['@hon_khadija']	[]	[]	[]	[]
"@Alghaazi114 Cidaan cayr Mid dhaha qarax aa laywaday iyo anoo diyaarad saaran aa lay qarxin rabay mantayna indha Cade oo leh waa laydili rabay reerkaan xaa kasi ah waa yabe ani
Ceyroow ninkaan wuu naga waashay ee Dr. Xabeeb aan gayno. https://t.co/rlhC7R0qK2"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:58:54.000Z	@ Alghaazi114 Cidaan ayr Someone who says I was blown up and I was on a plane was going to be blown up and today I am blindfolded and said I was going to be killed by this strange family. Ceyrow this man is mad at us Dr. Let&#39;s take a sip. https://t.co/rlhC7R0qK2	['@Alghaazi114']	[]	[]	[]	[]
"@Mahad_copper Ceyroow ninkaan wuu naga waashay ee Dr. Xabeeb aan gayno.

Cidaan cayr Mid dhaha qarax aa laywaday iyo anoo diyaarad saaran aa lay qarxin rabay mantayna indha Cade oo leh waa laydili rabay reerkaan xaa kasi ah waa yabe aniga

Suldanka Ceelbuur https://t.co/YksXRqqWQz"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:55:09.000Z	@Mahad_copper Ceyroow this guy is crazy about us Dr. Let&#39;s take a sip ... Someone said, &quot;I was blown up and I was about to be blown up on a plane.&quot; . Sultan of Elbur https://t.co/YksXRqqWQz	['@Mahad_copper']	[]	['Ceel Buur', 'Elbur']	['Ceel Buur']	['Galgaduud']
@Alghaazi114 Cidaan cayr Mid dhaha qarax aa laywaday iyo anoo diyaarad saaran aa lay qarxin rabay mantayna indha Cade oo leh waa laydili rabay reerkaan xaa kasi ah waa yabe ani https://t.co/ZCK1xhryAb	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:52:09.000Z	@ Alghaazi114 Cidaan ayr Someone who says I was blown up and I was on a plane was going to be blown up and today I am blindfolded and say I was going to be killed by this strange family I wonder https://t.co/ZCK1xhryAb	['@Alghaazi114']	[]	[]	[]	[]
@Hon1Abdullahi @southweststat Dagaal lee af ku haysin wax dagaalamayo ma jiraano oo adiga nambar 1 tahay.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:48:12.000Z	@ Hon1Abdullahi @southweststat There is no war without words and you are number 1.	['@Hon1Abdullahi', '@southweststat']	[]	[]	[]	[]
Guusha ugu wayn ee Soomaaliya gaarto 50-kii sano ee ugu danbeeyay waxa ay noqon doonta in dalka doorashadiisa si nabad ah ku dhamaato dowlad cusubna ay timaado, ayadoon dagaal sokeeye uusan dhicin.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:34:22.000Z	Somalia&#39;s greatest achievement in the last 50 years will be the peaceful conclusion of elections and the emergence of a new government, without civil war.	[]	['Somalia']	[]	[]	[]
"@alihwarsame Waa maxay war war
 waa Ramadan talk about peace and peace
Dagaal unaka marabno
Last 30 was dagaal
hada waa nabad iyo nabad"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:32:02.000Z	@alihwarsame What a news. waa Ramadan talk about peace and peace. We do not want a war. Last 30 was a war. now it is peace and tranquility	['@alihwarsame']	[]	[]	[]	[]
"Xogo lagu kalsoonyahay oo laga helayo dal carbeed ayaa sheegaya dalal shisheeye qorshaynayaan in @M_Farmaajo la khaarijiyo, haddii taasi suuroobi weydona waddanka dagaal sokeeye la geliyo, hadhowna gole ku meel gaar ah la magcaabo.
@HSNQ_NISA feejignaan."	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	2022-04-05T18:14:07.000Z	Reliable sources in the Arab world say foreign countries are plotting to assassinate @M_Farmaajo, and if that is not possible, the country will be plunged into civil war and a transitional council will be appointed .. @HSNQ_NISA alert.	['@M_Farmaajo', '@HSNQ_NISA']	[]	[]	[]	[]
"Waxaan aragnaa inuu OPM-Ka Weerar toos kusoo qaaday Shacabka iyo DGKS.

Xildhibaanada Sharafta leh Shacabkiina iyo dowlad gobaleedkiina idinka ayay idin doorteen inaad ku matashaan DF, si aad u ilaalisaan xaquuqdooda iyo sharafkooda.

Fariinta Hon Ibrahin adan Ali Najax https://t.co/MzDiHOVb9I"	{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}	2022-04-05T17:53:09.000Z	We see that the OPM has directly attacked the people and the DGKS. Honorable Members Your people and your state have chosen you to represent the DF, in order to protect their rights and dignity ... Message from Hon Ibrahim Adan Ali Najax https://t.co/MzDiHOVb9I	[]	[]	[]	[]	[]
Gabadha la dhalatay Kim Jong-un oo ku hanjabtay weerar Nukliyeer ah. https://t.co/2AqfTpRVJC https://t.co/5NHUiQAeDc	{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}	2022-04-05T17:42:53.000Z	Kim Jong-un&#39;s sister threatens nuclear attack https://t.co/2AqfTpRVJC https://t.co/5NHUiQAeDc	[]	[]	[]	[]	[]
WAR DEG DEG AH Dagaal ayaa Hadda ka socoda dhinac Facebook	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T17:30:44.000Z	QUICK FACTS Fighting is ongoing on Facebook	[]	[]	[]	[]	[]
@HSNQ_NISA Qof kasto caqli leh waxay fahmaysa in la rabo qarax in lagu dilo Rooble iyado qoralkan laga dhiganayo hordhac iyo raad rebashao Rooblow taadad ka dhiman ee Fejignaw Fahad iyo Farmajo dilkaga warqadi ay ku xalaleysanayen shacabkana lisaga jeedin laha waatan Allow maku shegay🤷‍♂️	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T17:07:37.000Z	@HSNQ_NISA Every sensible person understands that an explosion is meant to kill Roble and this article is a prelude to the traces of Ralow.	['@HSNQ_NISA']	['Ralow']	[]	[]	[]
@HSNQ_NISA Nisa ma in ay qaranka qalqal galisaa mise in ay shaqadood qabsadaan al shabaab qarax damacsan oo madaxada qaranka qarxin rabto Marka Nisa shaqadeeda maxay tahay 😤😤	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T16:56:58.000Z	@HSNQ_NISA Nisa should disturb the nation or should their work be done by al shabaab who want to blow up the national leaders So what is Nisa&#39;s job 😤😤	['@HSNQ_NISA']	[]	[]	[]	[]
Mugdisho  Maalinta Barri ah Dagaal ayey  udiyaar Garoobeysaa Lakin Dadka Shacabka Alle ayaa umaqan https://t.co/jYBImK5wwZ	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T16:49:52.000Z	Mogadishu is preparing for war tomorrow but the people of God do not know https://t.co/jYBImK5wwZ	[]	['Mogadishu']	['Mogadishu']	['Banadir']	['Banadir']
"Senator Muuse Suudi""Cid walboo tartameyso hadii doorashada looga adkaado ha ku qanacdo natiijada yaan leysku dayin in dalka dagaal lagaliyo”. https://t.co/Fc86rv4bN9"	{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	2022-04-05T15:33:52.000Z	Senator Muse Sudi: &quot;Whoever wins the election should be satisfied with the result and should not try to wage war on the country&quot;.	[]	[]	[]	[]	[]
@yyusufd @thebhlub We need to take the dagaal to Mogadishu the same way Eritrean freedom fighters marched all the way to Addis Ababa in 1991 to not only overthrow the regime but to force Ethiopia to recognise Eritrea's independence and right to self determination	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}	2022-04-05T15:02:56.000Z	@yyusufd @thebhlub We need to take the war to Mogadishu the same way Eritrean freedom fighters marched all the way to Addis Ababa in 1991 to not only overthrow the regime but to force Ethiopia to recognize Eritrea&#39;s independence and right to self determination	['@yyusufd', '@thebhlub']	['Mogadishu', 'Addis', 'Ababa', 'Ethiopia', 'Eritrea']	['Mogadishu']	['Banadir']	['Banadir']
Sawirro laga soo qaaday meydadka rayidka waddooyinka Bucha ayaa horseeday cambaareyn caalami ah oo ka dhan ah Ruushka iyo eedeymo dheeraad ah oo ku saabsan in ciidamadiisa ay geysanayaan dembiyo dagaal. https://t.co/CY1T0hxiun	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T14:50:41.000Z	Photographs of civilian bodies on the streets of Bucha have led to international condemnation of Russia and further allegations that its troops are committing war crimes. https://t.co/CY1T0hxiun	[]	['Russia']	[]	[]	[]
WAA HADAL CULUS! Waa suuro gal in dadka ugu dhow RW Rooble iyo MW Farmaajo ay u dilaan si dagaal Soomaaliya uga dhaco darteed😥 https://t.co/sueLZOems4	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T14:14:42.000Z	IT&#39;S A GREAT STATEMENT! It is possible that people close to RW Roble and MW Farmajo will be killed because of the war in Somalia😥 https://t.co/sueLZOems4	[]	[]	[]	[]	[]
@HSNQ_NISA Hayada sharaftedii ha kudhlina walayalow kuwinan hada kataliyow,waa arin anan dhadhan lehen in hayadii nabad sugida ee guur ee dalka ay tiraahdo sida wadamada ajaanibta waxa la dili raba ama qarax ayaa dhici raba ayagoo shacinayan ka hor tilaabo ay qaden	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T14:06:32.000Z	@HSNQ_NISA Do not disgrace the organization. Brothers and sisters, this is not a good thing.	['@HSNQ_NISA']	[]	[]	[]	[]
@M_Farmaajo ayaa Nisa-da Fahad Yasin u dhiibay taliyeyaal Argagaxisada Alshabaab ka tirsan oo labo shaatileyaal ah si uu ugu dilo taliyeyaal, Shacabka &amp; madaxda Somaliyed,isaga  oo u maraaya qarax, qaarijin &amp; toogasho toos ah iyaga oo xiran dharka ciidamada Qaranka Somaliya. P3 https://t.co/fbdfLa4zj9	{'retweet_count': 7, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}	2022-04-05T13:59:15.000Z	@M_Farmaajo handed over to Fahad Yasin Nisa Al-Shabaab terrorist commanders in two shirts to kill commanders, civilians &amp;. somali leaders, through bombings, assassinations &amp;. direct shooting while wearing Somali National Army uniforms. P3 https://t.co/fbdfLa4zj9	['@M_Farmaajo']	[]	[]	[]	[]
"Weerar cad, iyo sumcad dil baa lagu hayaa naftood hurayaasha @HSNQ_NISA @SNAForce @SoPoliceForce arrinkaana waxaa dabada ka riixaya cadawga soomaaliya iyagoo adeegsanaya daba-dhilifyo badan.
#NoMore"	{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T13:13:56.000Z	The suicide attack @HSNQ_NISA @SNAForce @SoPoliceForce is being pursued by the enemies of Somalia through many thugs .. #NoMore	['@HSNQ_NISA', '@SNAForce', '@SoPoliceForce']	['Somalia']	[]	[]	[]
"Xildhibaan #Muuse_Suudi_Yalaxoow oo maanta qaatay shahaadada Xildhibaanimada ayaa marka kale weerar afka ah ku qaaday #Farmaayo iyo #Fahad_Yasiin, xili uu hadal ka jeediyay madasha lagu gudoon siinayay shahaadada.

Ka Daawo Link-ga Hoose. 👇👇

https://t.co/SfyOg4QRDy https://t.co/8uu8nrDaFM"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T13:00:27.000Z	#Muuse_Sudi_Yalahow, a member of parliament who received his diploma today, once again verbally attacked #Farmayo and #Fahad_Yasin, while he was speaking at the graduation ceremony. Watch the link below. 👇👇. . https://t.co/SfyOg4QRDy https://t.co/8uu8nrDaFM	[]	[]	[]	[]	[]
@GiGi_Faiza @Laftagareen GiGI I love you. Beelo waxaan aqaan markuu dagaal beeleed dhaco wiilka abtiga loo yahay waa la dilaa.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T12:36:46.000Z	@GiGi_Faiza @Laftagareen GiGI I love you. Clans I know when a clan war breaks out my nephew is killed.	['@GiGi_Faiza', '@Laftagareen']	[]	[]	[]	[]
Sawirro laga soo qaaday meydadka rayidka waddooyinka Bucha ayaa horseeday cambaareyn caalami ah oo ka dhan ah Ruushka iyo eedeymo dheeraad ah oo ku saabsan in ciidamadiisa ay geysanayaan dembiyo dagaal. https://t.co/GbJk4HKh0T	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T12:13:37.000Z	Photographs of civilian bodies on the streets of Bucha have led to international condemnation of Russia and further allegations that its troops are committing war crimes. https://t.co/GbJk4HKh0T	[]	['Russia']	[]	[]	[]
"Hadalka ugu danbeeya ee dawladda Ruushka ku hanjabto waa Nuclear ayaan gamayaa.
Hadalka ugu danbeeya ee Villa Somaliayana waa Qarax ayaan kugu dilaa cajiib!!! Illaahayna maxoow dillaa hadii aad adigu adoomadiisa dillee?"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	2022-04-05T11:54:56.000Z	The last word of the Russian government is threatening me with a nuclear weapon. Why would God kill you if you killed His servants?	[]	[]	[]	[]	[]
Horta Maxkamadda Adduunka iyo UN, ma Waxaa lagu Ilaaliyaa Damaca Yuhuudda iyo Cunsuriyadda US ku hayo Africa?,Haddii Ruuska dambiyo dagaal uu galey, Aawey US &amp; Yuhuudu dambiyadii ay ka galeen, Liibiya, Afganistan,ciraaq, Somalia, Siiriya, lebanon,yemen &amp; Gaza Maxkamadoodii?,Mise	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T11:23:43.000Z	First of all, the International Court of Justice and the UN, is it protecting the greed and racism of the US in Africa ?, If Russia has committed war crimes, where is the US &amp;. Crimes committed by Jews in Libya, Afghanistan, Iraq, Somalia, Syria, Lebanon, Yemen &amp;. Gaza Court ?, Or	[]	['US', 'Africa', 'Russia']	[]	[]	[]
"@awkombee @M_Farmaajo warkan la wado waa ii dheh ujeedka laga leeyahayna waa in la dhahaa farmaajo ayaa qaldan ee uuna madaxweyne u tartamin ileen si kale oo loo reebo lama garanayee.
nin rooble ahna afcad ayuu ku sheegay inuu dagaal galayo aan aragano meesha uu gaaro dagaalkiisa"	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	2022-04-05T10:55:21.000Z	@awkombee @M_Farmaajo tell me this story and the point is to say that Farmajo is wrong and that he is not running for president because there is no other way out .. his war	['@awkombee', '@M_Farmaajo']	[]	[]	[]	[]
@SuleimanHashi Marka si cilmi loo hadlaba dagaal bay soo hadal qaadaan dadka qaar.  Halkaa waxaa iiga cad inaysan talo kale u hayn dalka iyo dadka.  Handadaas hooyadeed mar horey geeryootay. Xamar Xaashi isagaa ka soo tebinayay aqbaarta.  Shacabka Muqdisho dagaal maba maqli karaan.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T10:49:26.000Z	@SuleimanHashi When it comes to science, some people talk about war. It is clear to me that they have no other choice but to the country and the people. Her mother had already died. Hamar Hashi was reporting the news. The people of Mogadishu cannot hear the fighting.	['@SuleimanHashi']	[]	['Mogadishu']	['Banadir']	['Banadir']
@NurBaanjo @SuleimanHashi Adigana maxaad marka 30 sano iyo dheeraad faa’idey? Waa adigan intaas kadib weli dagaal la taagane. Xoolo miyaa wuxu! Eri lee miyaa dhis maleh.	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T10:44:09.000Z	@NurBaanjo @SuleimanHashi And what have you gained by 30 years and more? It is you who is still fighting after that. Animals! Can I build it?	['@NurBaanjo', '@SuleimanHashi']	[]	[]	[]	[]
@HSNQ_NISA KKKKKKKKKKKKKKKKKKKKK.!!!!!!!!!    KALA QABTA KUWAN SIDA XOOLAHA AH.    WAA DUUL DOORASHO DIID AH. WEERAR, ISQARXIS, DIL &amp; DAANYEER NIMO - DOOFAAR BAA ISKA LEH. HARAM CAD, HUDHUD &amp; HAB DHURWAA BISAD HANJABAYSAA LEH. HUUUUUUUUH!!!	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T10:24:56.000Z	@HSNQ_NISA KKKKKKKKKKKKKKKKKKKKK. !!!!!!!!! TREAT THEM AS ANIMALS. IT&#39;S A RESISTANCE CHOICE. ATTACK, SUICIDE, KILL &amp;. MONKEY - PIG OWNED. HARAM CAD, HUDHUD &amp;. HYPOCRITES WITH A THREATENING CAT. HUUUUUUUUH !!!	['@HSNQ_NISA']	[]	['Cad']	['Taleex']	['Sool']
@OmarSharmarke Adeer garanay qoladaan n&amp;n damacooda guracan waa la soconaa ayagaaa kuu hanjabaa ayagaa ku qarxinaa ama ku dilaa ayagaa nisa ah ayagaaa daacish ah qatar walba waa ayaga waxaad dishaan uunbaad leedihiin cimri dheereysi iyo qarax iyo digniin iyo xukun jecli la idinkama yeelaayo..	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T10:22:05.000Z	@OmarSharmarke Uncle we know these people n &amp; .n their greedy greed we are aware of them they threaten you they blow you up or kill them they are far away they are weak they are the only danger you kill them you have only a long life	['@OmarSharmarke']	[]	[]	[]	[]
@Hon1Abdullahi @southweststat Amuusan hadalkaa sax aheyn. Midakale dagaal wadan ku liibaney ma haysaa?	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T10:20:40.000Z	@ Hon1Abdullahi @southweststat Don&#39;t say that. Do you have another country that has won a war?	['@Hon1Abdullahi', '@southweststat']	[]	[]	[]	[]
Weerar lagu Beegsanayo RW Rooble iyo Farmaajo OO Haayada Nisa Shaacisay https://t.co/EcNDhP0Nma via @YouTube https://t.co/3NPmbJZLgX	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	2022-04-05T10:14:32.000Z	Attack on PM Roble and Farmajo Announced by Nisa https://t.co/EcNDhP0Nma via @YouTube https://t.co/3NPmbJZLgX	['@YouTube']	[]	[]	[]	[]
"Hablo weerar geli kara
Hablo geela dhicin kara
Hablo geesi dili kara
Gobonimana hanan kara
Hablo talada goyn kara
Garta madal ka niqi kara
Garashana iskaga mida
Quruxdana ka wada gob ah
Geesteena mooyee
Gayi kale ma joogaan

- Hadraawi, Habalaha 
#Somaliland https://t.co/r8I6uD50eB"	{'retweet_count': 3, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}	2022-04-05T10:12:45.000Z	Girls who can attack. Girls who can steal camels. Girls can kill heroes. Gobonimana haran kara. Girls who can make decisions. Know the platform. Understand the same. The beauty of the whole state. Except for our horns. There are no other places. . - Hadraawi, Habalaha. #Somaliland https://t.co/r8I6uD50eB	[]	[]	[]	[]	[]
PM @MohamedHRoble Waxaad rabtaa in aad qabato oo aad ammaanteeda qaadato doorasho uu qaban waayay MW @M_Farmaajo, intaas ayaa colaad kuugu filan ee kutalo-gal. Tan labaad in aad ku dhacdo dabinada laguu dhigay waa qeyb kamid ah dagaalka ee taasna fahan. Fadlan Doorashada…. https://t.co/kyj2N1UnVl	{'retweet_count': 24, 'reply_count': 50, 'like_count': 154, 'quote_count': 4}	2022-04-05T09:55:17.000Z	PM @MohamedHRoble You want to hold and praise her for an election that MW @M_Farmaajo failed to do, that&#39;s enough violence for you. Secondly falling into the traps set for you is part of the fight and understand that. Please Select…. https://t.co/kyj2N1UnVl	['@MohamedHRoble', '@M_Farmaajo,']	[]	[]	[]	[]
